243	00:18:23,542	00:18:26,745	$through these gardens, I'll$fling myself from the cliffs.
244	00:18:26,796	00:18:28,296	$(Margaery laughs)
245	00:18:28,331	00:18:30,298	$Have you been to see Tommen yet?
246	00:18:30,333	00:18:32,300	$No.
247	00:18:32,335	00:18:34,252	$Have they even agreed$to the match?
248	00:18:34,303	00:18:36,004	$No one tells me anything.
249	00:18:36,055	00:18:40,258	$I wasn't originally meant to marry$your grandfather Luthor, you know.
250	00:18:40,309	00:18:42,677	$He was engaged to my sister,
251	00:18:42,679	00:18:44,846	$your great-aunt Viola.
252	00:18:44,897	00:18:48,149	$I was to be given to$some Targaryen or other.
253	00:18:48,184	00:18:51,903	$Marrying a Targaryen$was all the rage back then.
254	00:18:51,937	00:18:54,489	$But the moment$I saw my intended,
255	00:18:54,523	00:18:57,859	$with his twitchy$little ferret's face
256	00:18:57,910	00:18:59,861	$and ludicrous silver hair,
257	00:18:59,863	00:19:01,913	$I knew he wouldn't do.
258	00:19:01,947	00:19:04,499	$So the evening
259	00:19:04,533	00:19:07,585	$before Luthor was$to propose to my sister,
260	00:19:07,620	00:19:10,288	$I got lost on my way back$from my embroidery lesson
261	00:19:10,339	00:19:12,624	$and happened upon his chamber.
262	00:19:12,675	00:19:13,875	$(laughs)
263	00:19:13,877	00:19:16,211	$— How absent-minded of me.$— Mm-mmh.
264	00:19:16,262	00:19:20,432	$The following morning, Luthor$never made it down the stairs
265	00:19:20,466	00:19:24,219	$to propose to my sister 'cause$the boy couldn't bloody walk.
266	00:19:24,221	00:19:26,554	$And once he could,$the only thing he wanted
267	00:19:26,556	00:19:28,973	$was what I'd given him$the night before.
268	00:19:29,025	00:19:31,192	$I was good.
269	00:19:31,227	00:19:33,895	$I was very, very good.
270	00:19:35,731	00:19:38,366	$You are even better.
271	00:19:38,401	00:19:39,984	$But you need to act quickly.
272	00:19:40,036	00:19:43,872	$Cersei may be vicious,$but she's not stupid.
273	00:19:43,906	00:19:46,791	$She'll turn the boy against$you as soon as she can.
274	00:19:46,826	00:19:50,128	$And by the time you're$married, it'll be too late.
275	00:19:50,162	00:19:52,130	$Luckily for you,$the Queen Regent
276	00:19:52,164	00:19:53,998	$is rather distracted$at the moment,
277	00:19:54,050	00:19:56,468	$mourning her dear departed boy.
278	00:19:56,502	00:19:58,887	$Accusing her brother$of his murder,
279	00:19:58,921	00:20:00,889	$which he didn't commit.
280	00:20:00,923	00:20:02,057	$Well, he could have done.
281	00:20:02,091	00:20:04,008	$He could have done,$but he didn't.
282	00:20:04,060	00:20:07,062	$— You don't know, Grandmother.$— But I do know.
283	00:20:07,096	00:20:11,683	$You don't think I'd let you$marry that beast, do you?
284	00:20:12,768	00:20:15,770	$What?$I don't understand.
285	00:20:15,821	00:20:19,441	$Shh. Don't you worry$yourself about all that.
286	00:20:21,744	00:20:24,112	$You just do$what needs to be done.
287	00:20:25,581	00:20:27,582	$Jon:$<i>Bring it through!</i>
288	00:20:27,616	00:20:30,618	$(swords clanging)
289	00:20:34,924	00:20:37,208	$And again.
290	00:20:42,681	00:20:46,468	$— (laughs)$— Very nice. Good.
291	00:20:46,470	00:20:49,137	$A lot of wildlings fight$with a weapon in each hand.
292	00:20:49,188	00:20:52,190	$First thing you want to do
293	00:20:52,274	00:20:54,976	$is disarm them to try$and even the odds.
294	00:21:08,707	00:21:10,458	$Let's see what you can do.
295	00:21:12,328	00:21:14,162	$Olly, you just watch for now.
296	00:21:14,164	00:21:15,246	$I can fight.
297	00:21:15,297	00:21:17,332	$Have you ever$held a sword before?
298	00:21:17,383	00:21:19,417	$I was the best archer$in our hamlet.
299	00:21:19,468	00:21:21,836	$— (men laugh)$— I was!
300	00:21:21,887	00:21:24,172	$I believe you.
301	00:21:24,223	00:21:25,890	$We'll go hunting$for rabbits one day.
302	00:21:25,975	00:21:27,642	$Right now, watch and learn.
303	00:21:29,929	00:21:31,896	$You two.
304	00:21:31,931	00:21:35,016	$Take it slow,$try and disarm each other.
305	00:21:42,992	00:21:45,193	$(shouts)
306	00:21:47,279	00:21:49,247	$(groans)
307	00:22:00,876	00:22:02,594	$You know how to fight.
308	00:22:02,628	00:22:05,096	$You could have gone$easier on him.
309	00:22:05,130	00:22:07,549	$He wouldn't have learned$anything that way.
310	00:22:07,716	00:22:10,552	$Alliser:$<i>Lord Snow.</i>
311	00:22:10,603	00:22:13,054	$What do you think you're doing?
312	00:22:13,105	00:22:15,723	$Grenn and I were helping them.
313	00:22:15,774	00:22:17,892	$Grenn's a ranger.$You're a steward.
314	00:22:17,894	00:22:21,029	$Maybe you forgot that while you$were off with your wildling bitch,
315	00:22:21,063	00:22:23,031	$but I didn't.
316	00:22:23,065	00:22:25,400	$Someone has to train them.
317	00:22:25,402	00:22:27,285	$And that someone isn't you.
318	00:22:27,319	00:22:29,654	$Go find a chamber pot to empty.
319	00:22:32,241	00:22:34,959	$Go on. Do it.
320	00:22:34,994	00:22:36,995	$You traitor's bastard.
321	00:22:37,046	00:22:38,963	$Give me an excuse.
322	00:22:38,998	00:22:41,916	$Mormont's not here$to protect you now.
323	00:22:52,895	00:22:55,313	$Get back to work.
324	00:22:55,347	00:22:57,765	$Now!
325	00:22:57,767	00:23:00,318	$I said now!
326	00:23:03,439	00:23:06,574	$The bastard's well-liked.$You're not.
327	00:23:06,609	00:23:09,160	$You think I care if they like me?$We're at war.
328	00:23:09,194	00:23:10,745	$For now.
329	00:23:10,779	00:23:12,947	$But you can't be$acting commander forever.
330	00:23:12,998	00:23:15,116	$There will be a choosing.
331	00:23:15,167	00:23:17,118	$The old maester$will insist on it.
332	00:23:17,120	00:23:19,621	$You might reconsider
333	00:23:19,623	00:23:22,373	$his request to march$on Craster's.
334	00:23:22,424	00:23:26,010	$Let the mutineers$take care of Snow.
335	00:23:26,045	00:23:28,463	$Or you might be taking$orders from him
336	00:23:28,465	00:23:30,048	$the rest of your life.
337	00:23:45,614	00:23:47,065	$A bastard, eh?
338	00:23:47,116	00:23:49,817	$Took you for highborn.
339	00:23:51,236	00:23:53,204	$My father was highborn.
340	00:23:53,238	00:23:55,907	$My mother wasn't.
341	00:23:58,077	00:23:59,994	$Name's Locke.
342	00:24:02,548	00:24:03,831	$Jon Snow.
343	00:24:07,303	00:24:08,720	$You fight well.
344	00:24:08,754	00:24:10,471	$What brought you up here?
345	00:24:10,506	00:24:12,590	$A sense of duty.
346	00:24:12,641	00:24:15,893	$I wanted to do my part$for the safety of the realm.
347	00:24:16,762	00:24:18,563	$(laughs)
348	00:24:18,597	00:24:21,182	$I was a game warden$in the Stormlands.
349	00:24:21,184	00:24:23,818	$Fed a prized partridge$to my hungry kids.
350	00:24:23,852	00:24:25,653	$I was stupid enough$to get caught.
351	00:24:25,688	00:24:27,822	$Chose the Wall$over losing my hand.
352	00:24:27,856	00:24:31,526	$Figured I wouldn't have to suck$up to any highborn cunts here.
353	00:24:31,577	00:24:33,828	$Alliser:$<i>Come on, get on with it.</i>
354	00:24:33,862	00:24:35,580	$What are you$waiting for? Summer?
355	00:24:35,614	00:24:37,081	$Guess I was wrong.
356	00:24:39,251	00:24:41,586	$<i>(knocking)</i>
357	00:24:43,839	00:24:45,757	$<i>(knocking)</i>
358	00:24:47,843	00:24:50,094	$<i>(knocking)</i>
359	00:24:57,269	00:24:59,387	$You sent for me, Your Grace?
360	00:24:59,389	00:25:01,356	$Your Grace.
361	00:25:01,390	00:25:03,191	$How formal of you.
362	00:25:05,060	00:25:08,312	$How many Kingsguards are$posted outside Tommen's door?
363	00:25:08,364	00:25:11,733	$Ser Boros is on duty tonight.
364	00:25:11,784	00:25:14,152	$— Tomorrow I believe–$— <i> So one?</i>
365	00:25:15,404	00:25:18,322	$You have one man$guarding the future king?
366	00:25:18,374	00:25:20,408	$I promise you Tommen's safe.
367	00:25:20,459	00:25:21,709	$We're protecting him.
368	00:25:21,744	00:25:24,879	$The way you protected Joffrey?
369	00:25:26,215	00:25:28,750	$Why did Catelyn Stark$set you free?
370	00:25:28,801	00:25:31,419	$— What?$— I've been wondering for months.
371	00:25:31,470	00:25:35,256	$Ever since that great cow brought$you back to the capital.
372	00:25:36,225	00:25:37,925	$Why did she set you free?
373	00:25:37,927	00:25:40,928	$You know why. She'd hoped I'd$send her daughters back to her.
374	00:25:45,984	00:25:47,935	$She hoped or did you promise?
375	00:25:47,937	00:25:49,771	$I swore by all the gods
376	00:25:49,822	00:25:52,273	$that if her daughters were$alive, I'd return them to her.
377	00:25:52,357	00:25:54,242	$So you made a sacred vow$to the enemy.
378	00:25:54,276	00:25:56,944	$I wanted to get back to you.
379	00:25:58,080	00:25:59,781	$Should I have told her$to fuck off?
380	00:25:59,783	00:26:01,699	$You didn't mean it, then?
381	00:26:01,750	00:26:04,752	$You have no loyalty$to Catelyn Stark?
382	00:26:04,787	00:26:06,621	$Catelyn Stark's dead.
383	00:26:06,672	00:26:08,956	$So if I told you to leave the$capital right now and find Sansa,
384	00:26:08,991	00:26:13,127	$if I told you to find that$murderous little bitch
385	00:26:13,178	00:26:15,179	$and bring me her head,
386	00:26:15,214	00:26:17,448	$would you do it?
387	00:26:21,970	00:26:24,238	$I know you went to see Tyrion.
388	00:26:26,608	00:26:30,411	$That creature$who murdered our son.
389	00:26:32,648	00:26:34,882	$I had to see him.
390	00:26:34,917	00:26:36,400	$I had to know for myself.
391	00:26:36,452	00:26:38,453	$And?
392	00:26:40,038	00:26:42,657	$He didn't do it, Cersei.
393	00:26:42,659	00:26:45,159	$You've always pitied him.
394	00:26:45,161	00:26:48,496	$Our poor little brother.
395	00:26:48,547	00:26:50,331	$Abused by the world.
396	00:26:50,333	00:26:52,333	$Despised by his father$and sister.
397	00:26:52,335	00:26:55,219	$He'd kill us all if he could.
398	00:26:58,056	00:27:01,392	$I want four men at Tommen's$door day and night.
399	00:27:03,061	00:27:05,646	$That will be all,$Lord Commander.
400	00:27:33,242	00:27:35,176	$(sighs)
401	00:27:38,347	00:27:40,214	$<i>(door opens)</i>
402	00:27:40,216	00:27:42,300	$Ser Pounce?
403	00:27:45,387	00:27:48,055	$<i>(door creaks)</i>
404	00:27:49,391	00:27:51,526	$<i>(door closes)</i>
405	00:27:56,231	00:27:58,449	$How did you get past$the Kingsguard?
406	00:27:58,483	00:28:01,118	$Kingsguard.
407	00:28:02,487	00:28:05,706	$I don't think you're$supposed to be here.
408	00:28:05,741	00:28:08,743	$Mother doesn't allow me$to have visitors at night.
409	00:28:08,745	00:28:11,295	$I'm not a visitor, Your Grace.
410	00:28:11,330	00:28:14,565	$Word has it$I'm to be your bride.
411	00:28:19,671	00:28:22,056	$Did you know that people$in arranged marriages
412	00:28:22,090	00:28:25,092	$often never meet$until their wedding day?
413	00:28:27,846	00:28:31,482	$Before we decide to spend$our lives together,
414	00:28:31,516	00:28:33,734	$we ought to get$to know one another.
415	00:28:33,769	00:28:35,937	$Don't you think?
416	00:28:37,422	00:28:39,273	$Yes.
417	00:28:39,324	00:28:41,359	$But if my mother$found out–
418	00:28:41,410	00:28:44,045	$It can be our secret.$Hmm?
419	00:28:45,998	00:28:48,449	$If we're going to be$man and wife,
420	00:28:48,451	00:28:52,386	$we'll have a few secrets$from her, I hope.
421	00:28:53,922	00:28:56,374	$So, Your Grace...
422	00:28:56,408	00:28:58,759	$Yes?
423	00:28:58,794	00:29:01,596	$Tell me a secret.
424	00:29:05,634	00:29:08,803	$— (cat meows)$— (laughs)
425	00:29:08,854	00:29:11,339	$Hello. Aren't you$a proper fellow?
426	00:29:11,373	00:29:13,724	$That's Ser Pounce.
427	00:29:13,775	00:29:16,127	$Very handsome.
428	00:29:18,196	00:29:19,647	$Joffrey didn't like him.
429	00:29:19,649	00:29:22,149	$He threatened to skin him alive
430	00:29:22,151	00:29:23,985	$and mix his innards$up in my food
431	00:29:24,036	00:29:25,820	$so I wouldn't know$I was eating him.
432	00:29:25,871	00:29:28,572	$That's very cruel.
433	00:29:28,607	00:29:31,559	$You don't strike me as cruel.
434	00:29:33,028	00:29:34,729	$No.
435	00:29:34,763	00:29:36,631	$I don't think I am.
436	00:29:36,665	00:29:38,699	$That's a relief.
437	00:29:38,734	00:29:41,068	$Because you know$what happens when we marry?
438	00:29:41,136	00:29:43,337	$We say our vows in front$of the high septon.
439	00:29:43,339	00:29:45,172	$And after the ceremony,$there's a feast.
440	00:29:45,174	00:29:47,642	$When we marry, I become yours.
441	00:29:47,676	00:29:49,226	$Forever.
442	00:29:52,014	00:29:53,731	$It's getting late.
443	00:29:53,765	00:29:55,516	$(sighs)
444	00:29:55,518	00:29:57,184	$I should go.
445	00:29:58,186	00:29:59,820	$May I come and visit you again?
446	00:30:01,940	00:30:04,792	$(laughs)$All right, then.
447	00:30:09,531	00:30:11,332	$Remember,
448	00:30:11,366	00:30:15,002	$our little secret.
449	00:30:46,118	00:30:48,235	$<i>(door closes)</i>
450	00:30:51,907	00:30:53,574	$Brienne:$<i>«Ser Jaime Lannister.</i>
