frameNo	startTime	endTime	dialogue
88	00:07:19,785	00:07:21,786	$<i>( door slams )</i>
89	00:07:33,098	00:07:34,799	$Confess.
90	00:07:34,833	00:07:37,068	$My son.
91	00:07:38,704	00:07:41,139	$Let me speak to--
92	00:07:41,173	00:07:42,440	$Confess.
93	00:07:42,474	00:07:44,375	$I meant it.
94	00:07:44,409	00:07:48,179	$My face will be$the last thing you see--
95	00:07:53,886	00:07:56,187	$<i>( door opens )</i>
96	00:07:58,056	00:08:00,625	$( sobbing )
97	00:08:02,528	00:08:04,462	$( screams )
98	00:08:04,496	00:08:08,199	$My name is Lanna.$I'm an orphan.
99	00:08:09,802	00:08:11,736	$<i>When I was eight,</i>$<i>I begged enough money</i>
100	00:08:11,770	00:08:13,771	$<i>to buy my first</i>$<i>bucket of oysters.</i>
101	00:08:13,806	00:08:18,109	$I sold that bucket and made$enough money to buy two more.
102	00:08:18,143	00:08:20,044	$<i>( people chattering )</i>
103	00:08:20,078	00:08:23,581	$Arya: <i>It took a while,</i>$<i>but I finally saved enough</i>
104	00:08:23,615	00:08:25,716	$<i>to buy myself</i>$<i>an oyster cart.</i>
105	00:08:25,751	00:08:27,552	$<i>Now every morning,</i>
106	00:08:27,586	00:08:29,687	$<i>I make my way</i>$<i>down to the canals.</i>
107	00:08:31,723	00:08:34,959	$<i>I pass the fish mongers</i>$<i>and the bakers.</i>
108	00:08:40,032	00:08:41,699	$<i>I usually see Lhara,</i>
109	00:08:41,733	00:08:44,769	$<i>my first customer of the day</i>$<i>on her way home.</i>
110	00:08:46,205	00:08:49,574	$<i>Then I turn left</i>$<i>onto Moonsinger Lane--</i>
111	00:08:49,608	00:08:52,009	$( cracks )
112	00:08:52,044	00:08:55,179	$Turn left$onto Ragman Lane
113	00:08:55,214	00:08:56,714	$where I do$most of my trade.
114	00:08:56,748	00:08:58,983	$Lanna is very impressive.
115	00:08:59,017	00:09:01,686	$Very industrious.
116	00:09:01,720	00:09:04,422	$She will make a fine servant$for the Many-Faced God.
117	00:09:04,456	00:09:06,457	$How will she serve him?
118	00:09:06,491	00:09:09,927	$She will no longer$turn left onto Ragman Lane.
119	00:09:09,962	00:09:12,363	$She will turn right$and go to Ragman Harbor.
120	00:09:12,397	00:09:13,965	$What will she do there?
121	00:09:14,032	00:09:16,033	$She will see.
122	00:09:16,068	00:09:18,970	$- <i>( people chattering )</i>$- Arya: <i>See what?</i>
123	00:09:19,004	00:09:21,539	$Jaqen: <i>How can a man</i>$<i>tell a girl this?</i>
124	00:09:21,607	00:09:22,840	$<i>If he knew</i>$<i>what she would see,</i>
125	00:09:22,875	00:09:25,343	$<i>there would be</i>$<i>no reason to send her.</i>
126	00:09:25,377	00:09:28,012	$Oysters, clams,$and cockles!
127	00:09:32,584	00:09:33,618	$( laughs )
128	00:09:45,197	00:09:48,266	$Oysters, clams,$and cockles!
129	00:09:56,308	00:09:59,677	$Oysters, clams,$and cockles!
130	00:09:59,711	00:10:02,780	$Your oysters fresh?
131	00:10:02,814	00:10:04,448	$Best in the city.
132	00:10:04,483	00:10:06,584	$You wouldn't lie$to an old man, would you?
133	00:10:19,498	00:10:21,532	$Mm.
134	00:10:21,566	00:10:25,403	$Very nice.$Give me four with vinegar.
135	00:10:28,974	00:10:30,675	$It's my 18th voyage.
136	00:10:30,709	00:10:33,277	$Returned from all of them$without a scratch on me.
137	00:10:39,952	00:10:41,385	$Can't do it.
138	00:10:41,420	00:10:44,422	$Captain: <i>Please,</i>$<i>I've three children.</i>
139	00:10:44,456	00:10:46,157	$<i>Without me...</i>
140	00:10:46,191	00:10:47,692	$Here, take it.$You have to.
141	00:10:47,726	00:10:49,493	$I've three children.
142	00:10:49,528	00:10:50,761	$- What will they do?$- Come on.
143	00:10:50,796	00:10:52,530	$They've nothing$without me.
144	00:10:52,564	00:10:54,098	$<i>Please, you have to!</i>
145	00:10:54,132	00:10:56,567	$Please, you don't$understand!
146	00:10:56,601	00:10:58,235	$<i>Please!</i>
147	00:11:04,309	00:11:06,243	$Jaqen:$<i>The man is a gambler.</i>
148	00:11:07,746	00:11:09,413	$He wages that$a sailor's ship
149	00:11:09,448	00:11:12,683	$will make it$to its destination.
150	00:11:12,718	00:11:15,119	$It is a strange wager$for the captain.
151	00:11:15,153	00:11:17,788	$He only wins$if he loses his life.
152	00:11:19,891	00:11:22,927	$So why would a captain make the wager$in the first place?
153	00:11:24,696	00:11:27,431	$A girl tells a man$that she has seen.
154	00:11:30,035	00:11:32,169	$If the captain dies,
155	00:11:32,204	00:11:34,472	$the thin man pays$his family a lot of money.
156	00:11:36,875	00:11:39,844	$But perhaps the gambler$loses his bet
157	00:11:39,878	00:11:42,113	$and decides he does not$have to pay after all.
158	00:11:42,147	00:11:44,482	$A destitute woman$and her small child,
159	00:11:44,516	00:11:48,319	$what can they do to such a man$if he keeps their money for himself?
160	00:11:50,355	00:11:52,957	$To whom can they turn$for recourse?
161	00:11:52,991	00:11:55,292	$( whispering prayer )
162	00:11:58,997	00:12:00,564	$The Many-Faced God.
163	00:12:02,501	00:12:05,002	$You said you didn't know$what I would see at the docks.
164	00:12:05,103	00:12:08,072	$A man had no idea what a girl would see$and what she would not.
165	00:12:10,142	00:12:12,910	$A girl named Lanna$will return to the docks.
166	00:12:12,944	00:12:14,678	$She will watch$the gambler.
167	00:12:14,713	00:12:17,815	$<i>She will come to know as much about</i>$<i>him as she knows about herself.</i>
168	00:12:17,849	00:12:20,384	$And then what?
169	00:12:20,419	00:12:24,121	$A gift for the thin man.
170	00:12:44,009	00:12:46,177	$She's not ready.
171	00:12:46,211	00:12:49,280	$Perhaps she is,$perhaps she's not.
172	00:12:49,314	00:12:51,615	$And if she's not?
173	00:12:51,650	00:12:54,552	$It is all the same$to the Many-Faced God.
174	00:13:03,462	00:13:05,429	$<i>( door unlocks, opens )</i>
175	00:13:13,271	00:13:15,172	$<i>( door locks )</i>
176	00:13:17,576	00:13:19,944	$The trial$will take place soon.
177	00:13:19,978	00:13:21,979	$<i>The High Sparrow</i>$<i>will be presenting</i>
178	00:13:22,013	00:13:23,814	$<i>a substantial case</i>$<i>against you.</i>
179	00:13:23,849	00:13:25,082	$The charges?
180	00:13:25,117	00:13:27,485	$<i>Fornication,</i>$<i>treason, incest,</i>
181	00:13:27,552	00:13:28,919	$the murder$of King Robert.
182	00:13:28,954	00:13:30,254	$All lies.
183	00:13:30,288	00:13:32,022	$Of course,$Your Grace.
184	00:13:36,595	00:13:40,464	$My concern is that$the Faith does not adhere
185	00:13:40,499	00:13:43,934	$to the same standards$of proof as the crown.
186	00:13:43,969	00:13:45,803	$<i>I hope you'll excuse me</i>$<i>for saying it,</i>
187	00:13:45,837	00:13:48,472	$<i>but belief is so often</i>$<i>the death of reason.</i>
188	00:13:48,507	00:13:50,441	$I wish you had$said it sooner.
189	00:13:53,111	00:13:54,578	$Is there any word$from Jaime?
190	00:13:54,613	00:13:57,148	$No, I'm afraid not.
191	00:14:03,488	00:14:07,625	$Your Grace,$Grand Maester Pycelle
192	00:14:07,659	00:14:09,827	$has summoned$your Uncle Kevan
193	00:14:09,861	00:14:11,395	$back from Casterly Rock
194	00:14:11,429	00:14:12,897	$to serve$as Hand of the King.
195	00:14:12,931	00:14:15,599	$He now presides$over the small council.
196	00:14:16,968	00:14:19,236	$Tell him I need$to speak to him.
197	00:14:19,271	00:14:21,705	$I implored him to visit you,$but he would not.
198	00:14:26,111	00:14:29,280	$What about my son,$the king?
199	00:14:29,314	00:14:31,115	$If you can visit me,$then surely the king...
200	00:14:31,149	00:14:33,684	$Your arrest$and Queen Margaery's arrest,
201	00:14:33,718	00:14:35,085	$the king has not$taken them well.
202	00:14:35,153	00:14:37,021	$<i>He remains</i>$<i>in his chambers.</i>
203	00:14:37,055	00:14:40,991	$His servants often find$his food in the hall left untouched.
204	00:14:41,059	00:14:42,526	$You need to talk to him.
205	00:14:42,561	00:14:44,828	$You need to talk to my son and tell him$to come and see me,
206	00:14:44,863	00:14:46,230	$come and see his mother.
207	00:14:46,264	00:14:48,966	$He-- I tried,$Your Grace.
208	00:14:49,000	00:14:51,268	$He wouldn't see me.$He won't see anyone.
209	00:14:52,637	00:14:54,371	$I can't stay here.
210	00:14:55,574	00:14:58,709	$There is a way,$Your Grace.
211	00:15:02,681	00:15:04,048	$A way out.
212	00:15:06,618	00:15:08,485	$Confess?
213	00:15:09,621	00:15:11,121	$To the High Sparrow?
214	00:15:11,156	00:15:13,290	$I won't.
215	00:15:13,325	00:15:16,193	$I made him.
216	00:15:16,228	00:15:18,162	$I rose him up$from nothing.
217	00:15:18,196	00:15:20,998	$I will not kneel before$some barefooted commoner
218	00:15:21,032	00:15:23,500	$and beg his forgiveness.
219	00:15:30,475	00:15:33,077	$Good-bye, my queen.
220	00:15:34,479	00:15:36,513	$The work continues.
221	00:16:11,716	00:16:13,751	$Why?
222	00:16:15,420	00:16:16,887	$Why, Theon?
223	00:16:16,921	00:16:20,057	$I'm not Theon.$There is no Theon.
224	00:16:20,091	00:16:21,592	$- Reek.$- Reek.
225	00:16:21,626	00:16:24,061	$Why did you$tell him, Reek?
226	00:16:25,130	00:16:27,364	$I was helping you.
227	00:16:27,399	00:16:28,932	$You wanted to escape.
228	00:16:28,967	00:16:31,869	$There is no escape.
229	00:16:31,903	00:16:34,438	$Not ever.
230	00:16:34,472	00:16:37,808	$Theon Greyjoy$tried to escape.
231	00:16:37,876	00:16:39,677	$The master knew.
232	00:16:40,612	00:16:43,314	$He knows everything.
233	00:16:43,348	00:16:45,683	$He hunted him$and caught him
234	00:16:45,717	00:16:48,018	$and strapped him$to a cross
235	00:16:48,053	00:16:50,454	$and cut away$piece after piece
236	00:16:50,488	00:16:52,890	$until there$was no Theon left.
237	00:16:56,628	00:16:58,629	$Good.
238	00:17:01,566	00:17:05,736	$If it weren't for you,$I'd still have a family.
239	00:17:05,770	00:17:08,205	$If I could do$what Ramsay did to you
240	00:17:08,239	00:17:11,108	$right here,$right now, I would.
241	00:17:15,480	00:17:17,214	$I deserved everything.
242	00:17:19,551	00:17:21,585	$I deserve to be Reek.
243	00:17:22,954	00:17:25,055	$!$<i>I did terrible things.</i>
244	00:17:26,825	00:17:29,560	$Turned on Robb.
245	00:17:29,594	00:17:32,096	$Captured Winterfell.
246	00:17:32,163	00:17:34,665	$- Killed those boys.$- They weren't "those boys."
247	00:17:34,699	00:17:37,034	$They were Bran and Rickon.$They were your brothers.
248	00:17:37,068	00:17:38,669	$You've known them$since they were born.
249	00:17:38,703	00:17:40,270	$They weren't.$They were only--
250	00:17:40,305	00:17:42,005	$Only what?
251	00:17:42,040	00:17:43,841	$- I can't.$- Tell me.
252	00:17:43,875	00:17:45,342	$I can't, not unless$the master says.
253	00:17:45,377	00:17:46,744	$- Tell me. They weren't what?$- They weren't--
254	00:17:46,778	00:17:49,613	$Tell me why Bran$and Rickon should be gone
255	00:17:49,647	00:17:51,281	$while you still$breathe the air.
256	00:17:51,316	00:17:52,549	$Tell me$to my face, Theon.
257	00:17:52,584	00:17:54,418	$Tell me that they$weren't your brothers!
258	00:17:54,452	00:17:55,986	$They weren't$Bran and Rickon!
259	00:17:57,989	00:18:00,424	$I couldn't find them.
260	00:18:06,798	00:18:08,732	$It was two farm boys.
261	00:18:12,737	00:18:15,839	$I killed them and burned them$so no one would know.
262	00:18:20,712	00:18:23,313	$You didn't?
263	00:18:23,348	00:18:25,582	$Do you know where they went,$Bran and Rickon?
264	00:18:25,617	00:18:27,217	$I can't talk$to you anymore.
265	00:18:27,252	00:18:28,986	$Theon, you have to tell me.$Do you have any idea where--
266	00:18:29,053	00:18:31,488	$Not Theon! Reek!
267	00:18:33,258	00:18:35,125	$<i>( door closes )</i>
268	00:18:36,961	00:18:39,797	$Our scouts tell us$he's got no more than 6,000 men.
269	00:18:39,831	00:18:42,299	$More than half of those$are mounted, however.
270	00:18:42,333	00:18:45,302	$And how high do$Stannis's horses jump?
271	00:18:45,336	00:18:47,704	$Our walls have been$fully repaired.
272	00:18:47,739	00:18:49,706	$The gates have been$reinforced.
273	00:18:49,741	00:18:52,810	$We have enough food$for six months.
274	00:18:52,844	00:18:56,647	$We are more prepared$for a siege than they could ever be.
275	00:18:56,681	00:18:59,283	$All we have to do$is wait for them to freeze,
276	00:18:59,317	00:19:02,152	$starve, and mutiny.
277	00:19:05,190	00:19:06,356	$You disagree?
278	00:19:06,391	00:19:08,725	$Stannis isn't$from the North.
279	00:19:08,760	00:19:10,794	$You are, Father.
280	00:19:10,829	00:19:14,064	$I think you're missing an opportunity$to show the people of the North
281	00:19:14,098	00:19:16,767	$<i>how House Bolton</i>$<i>treats southern invaders.</i>
282	00:19:16,801	00:19:18,068	$And what$do you recommend?
283	00:19:18,102	00:19:19,403	$<i>That we not sit</i>$<i>and wait for Stannis</i>
284	00:19:19,437	00:19:21,972	$<i>to decide what sort of fight</i>$<i>this is going to be.</i>
285	00:19:22,006	00:19:24,074	$That we hit first$and hit hard
286	00:19:24,108	00:19:26,477	$and leave a feast$for the crows.
287	00:19:26,511	00:19:29,513	$A smart commander does not$abandon a defensive advantage.
288	00:19:29,547	00:19:31,915	$<i>As long as we stay</i>$<i>behind these walls,</i>
289	00:19:31,950	00:19:33,250	$<i>they can't touch us.</i>
290	00:19:33,284	00:19:35,185	$Not to mention$that the snow is so deep,
291	00:19:35,220	00:19:36,954	$we couldn't get$an army through to engage them
292	00:19:36,988	00:19:38,288	$even if we wanted to.
293	00:19:38,323	00:19:40,591	$I don't need an army.
294	00:19:40,625	00:19:43,126	$I need 20 good men.
295	00:19:50,969	00:19:52,703	$So, have you$decided yet?
296	00:19:52,737	00:19:55,205	$Whether I'm worthy$of your service?
297	00:19:57,242	00:20:00,744	$Have you decided yet$whether you're going to have me killed?
298	00:20:00,778	00:20:02,980	$It's probably$my safest option.
299	00:20:05,850	00:20:08,051	$I can see why$you would think so.
300	00:20:08,086	00:20:10,287	$It's what your father$would have done.
301	00:20:11,556	00:20:12,996	$And what would$your father have done?
302	00:20:15,093	00:20:16,660	$My father,
303	00:20:16,694	00:20:19,663	$who publically$sentenced me to death?
304	00:20:19,731	00:20:22,232	$I'd say his thoughts on having me killed$were abundantly clear.
305	00:20:22,267	00:20:23,834	$Is that why$you killed him?
306	00:20:27,205	00:20:30,474	$Someday if you decide$not to execute me,
307	00:20:30,508	00:20:32,676	$I'll tell you all about$why I killed my father.
308	00:20:32,710	00:20:35,946	$And on that day,$should it ever come,
309	00:20:35,980	00:20:38,282	$we'll need$more wine than this.
310	00:20:40,618	00:20:43,020	$I know$what my father was.
311	00:20:43,087	00:20:45,589	$<i>What he did.</i>
312	00:20:45,657	00:20:47,958	$I know the Mad King$earned his name.
313	00:20:50,728	00:20:53,764	$So, here we sit.
314	00:20:53,831	00:20:56,800	$Two terrible children$of two terrible fathers.
315	00:20:56,834	00:20:58,535	$I'm terrible?
316	00:20:58,570	00:21:00,704	$I've heard stories.
317	00:21:00,738	00:21:04,074	$Why did you travel to the far side$of the world to meet someone terrible?
318	00:21:04,075	00:21:06,199	$To see if you were$the right kind of terrible.
319	00:21:06,200	00:21:06,840	$Which kind is that?
320	00:21:06,844	00:21:09,947	$The kind that prevents$your people from being even more so.
321	00:21:11,950	00:21:14,017	$Well, I did reopen$the fighting pits.
322	00:21:14,052	00:21:16,853	$Under my rule, murder will once again$become entertainment.
323	00:21:16,888	00:21:18,622	$Yes, that was wise.
324	00:21:18,656	00:21:21,925	$And you agreed to marry someone$you loathe for the greater good.
325	00:21:21,993	00:21:24,828	$Very impressive.
326	00:21:24,862	00:21:27,397	$<i>My own sister married someone</i>$<i>she loathed as well,</i>
327	00:21:27,432	00:21:29,967	$though not by choice$and certainly not
328	00:21:30,001	00:21:31,935	$for the greater good,$gods forbid.
329	00:21:31,970	00:21:33,704	$She ended up$having him killed.
330	00:21:35,540	00:21:37,941	$Perhaps it won't$come to that.
331	00:21:45,550	00:21:48,652	$It's not impossible that Varys was right$about you after all.
332	00:21:48,686	00:21:51,855	$Varys?$King Robert's spymaster?
333	00:21:51,923	00:21:55,425	$Yes, he's the one$who convinced me to come find you.
334	00:21:55,460	00:21:57,060	$He was my travelling$companion
335	00:21:57,095	00:21:59,396	$before Ser Jorah seized$that role for himself.
336	00:21:59,430	00:22:02,099	$Jorah sent my secrets$to Varys.
337	00:22:02,133	00:22:06,480	$For 20 years the Spider oversaw$the campaign to find and kill me.
338	00:22:06,481	00:22:08,673	$He did what he had$to do to survive.
339	00:22:08,706	00:22:11,842	$He did a lot of other things as well,$things he didn't have to do.
340	00:22:11,876	00:22:15,779	$<i>I suspect he's the main reason</i>$<i>you weren't slaughtered in your crib.</i>
341	00:22:15,813	00:22:17,581	$But you trust him?
342	00:22:17,615	00:22:19,116	$<i>Yes, oddly.</i>
343	00:22:19,150	00:22:22,386	$He may be the only person$in the world I trust.
344	00:22:22,420	00:22:24,287	$Except my brother.
345	00:22:24,322	00:22:27,357	$The brother$who killed my father?
346	00:22:27,392	00:22:28,458	$That's the one.
347	00:22:28,526	00:22:30,293	$Perhaps I will have you$killed after all.
348	00:22:30,328	00:22:32,529	$Your queenly prerogative.
349	00:22:34,632	00:22:37,167	$I had given up on life
350	00:22:37,201	00:22:40,637	$until Varys convinced me$you might be worth living for.
351	00:22:40,705	00:22:43,106	$If you chop off$my head, well,
352	00:22:43,141	00:22:45,175	$my final days$were interesting.
353	00:22:51,349	00:22:53,316	$I'm not$going to kill you.
354	00:22:55,286	00:22:58,121	$No? Banish me?
355	00:22:58,156	00:22:59,890	$No.
356	00:22:59,924	00:23:01,591	$So if I'm not going$to be murdered
357	00:23:01,626	00:23:03,026	$and I'm not going$to be banished--
358	00:23:03,061	00:23:04,494	$You're going$to advise me.
359	00:23:06,264	00:23:08,632	$While you can still speak$in complete sentences.
360	00:23:12,570	00:23:13,904	$Advise you on what?
361	00:23:13,938	00:23:15,505	$How to get$what I want.
362	00:23:15,540	00:23:18,075	$The Iron Throne.
363	00:23:18,109	00:23:21,078	$Perhaps you should try$wanting something else.
364	00:23:21,112	00:23:23,580	$If I want jokes,$I'll get myself a proper fool.
365	00:23:23,614	00:23:25,916	$<i>I'm not entirely joking.</i>
366	00:23:25,950	00:23:28,418	$<i>There's more to the world</i>$<i>than Westeros after all.</i>
367	00:23:28,453	00:23:32,789	$How many hundreds of thousands of lives$have you changed for the better here?
368	00:23:32,824	00:23:34,725	$Perhaps this$is where you belong,
369	00:23:34,759	00:23:36,760	$where you can do$the most good.
370	00:23:38,930	00:23:41,665	$I fought so that no child$born into Slaver's Bay
371	00:23:41,699	00:23:44,801	$would ever know$what it meant to be bought or sold.
372	00:23:44,836	00:23:48,371	$<i>I will continue</i>$<i>that fight here and beyond.</i>
373	00:23:48,406	00:23:49,973	$But this is not my home.
374	00:23:50,007	00:23:52,743	$When you get back to your home,$who supports you?
375	00:23:52,777	00:23:54,311	$The common people.
376	00:23:54,345	00:23:56,947	$Let's be generous$and assume that's going to happen.
377	00:23:56,981	00:23:59,649	$Here in Slaver's Bay,$you had the support of the common people
378	00:23:59,684	00:24:02,119	$and only$the common people.
379	00:24:02,153	00:24:06,022	$What was that like?$Ruling without the rich?
380	00:24:06,057	00:24:08,525	$House Targaryen is gone.
381	00:24:08,559	00:24:11,294	$Not a single person who shares$your blood is alive to support you.
382	00:24:11,329	00:24:13,330	$<i>The Starks</i>$<i>are gone as well.</i>
383	00:24:13,364	00:24:15,265	$<i>Our two terrible fathers</i>$<i>saw to that.</i>
384	00:24:15,333	00:24:16,900	$<i>The remaining members</i>$<i>of House Lannister</i>
385	00:24:16,968	00:24:18,969	$<i>will never back you,</i>$<i>not ever.</i>
386	00:24:19,003	00:24:21,271	$Stannis Baratheon$won't back you, either.
387	00:24:21,305	00:24:24,775	$His entire claim to the throne rests on$the illegitimacy of yours.
388	00:24:24,809	00:24:26,910	$<i>That leaves the Tyrells.</i>
389	00:24:26,944	00:24:29,579	$Not impossible,$not enough.
390	00:24:29,647	00:24:33,717	$Lannister, Targaryen,$Baratheon, Stark, Tyrell.
391	00:24:33,751	00:24:35,919	$They're all just spokes$on a wheel.
392	00:24:35,953	00:24:38,255	$This one's on top,$then that one's on top.
393	00:24:38,322	00:24:42,459	$And on and on it spins, crushing$those on the ground.
394	00:24:42,493	00:24:46,229	$It's a beautiful dream,$stopping the wheel.
395	00:24:46,264	00:24:48,932	$You're not the first person$who's ever dreamt it.
396	00:24:48,966	00:24:51,902	$I'm not going$to stop the wheel.
397	00:24:53,237	00:24:55,672	$I'm going to break$the wheel.
398	00:24:59,177	00:25:00,944	$( grunting )
399	00:25:09,754	00:25:11,822	$( whistles )
400	00:25:18,196	00:25:22,566	$You said whoever wins will fight$at the Great Pit in front of the queen.
401	00:25:22,600	00:25:24,534	$I won.
402	00:25:24,569	00:25:25,424	$You struck me.
403	00:25:25,448	00:25:27,737	$Have me flogged$if it makes you happy.
404	00:25:27,738	00:25:30,907	$But I'm the best$you've got.
405	00:25:30,942	00:25:33,743	$If I win$at the Great Pit,
406	00:25:33,778	00:25:35,679	$how much can you$sell me for?
407	00:25:38,549	00:25:40,083	$You're a free man.
408	00:25:40,151	00:25:42,352	$You could have$gone anywhere.
409	00:25:42,386	00:25:44,054	$Why did you come back?
410	00:25:48,960	00:25:50,894	$Let me fight for her
411	00:25:50,928	00:25:52,963	$and I belong to you.
412	00:25:58,202	00:26:01,037	$Woman:$<i>Thirsty?</i>
413	00:26:01,105	00:26:02,973	$Confess.
