frameNo	startTime	endTime	dialogue
163	00:11:45,683	00:11:48,651	$No no no no!
164	00:11:50,387	00:11:53,022	$Is that what they teach you up$in the North?
165	00:11:54,258	00:11:57,594	$And you--$wherever you're from,
166	00:11:57,629	00:12:00,831	$do you have any idea$how ridiculous you sound?
167	00:12:02,134	00:12:05,136	$Either of you understand$a thing that I'm saying?
168	00:12:05,171	00:12:08,040	$Yes, My Lord.
169	00:12:08,074	00:12:10,442	$Let's start over,$shall we?
170	00:12:11,677	00:12:13,711	$You be the man
171	00:12:13,746	00:12:15,913	$and you be the woman.
172	00:12:21,052	00:12:23,119	$Well, go ahead.
173	00:12:24,655	00:12:26,722	$<i>Slowly.</i>
174	00:12:34,899	00:12:37,902	$You're not fooling <i>them.</i>$They just paid you.
175	00:12:37,936	00:12:40,571	$They know what you are.
176	00:12:40,606	00:12:42,741	$They know it's all$just an act.
177	00:12:42,776	00:12:45,744	$Your job is to make them$forget what they know.
178	00:12:45,779	00:12:47,880	$That takes time.
179	00:12:47,915	00:12:50,750	$You need to...
180	00:12:50,785	00:12:52,818	$Ease into it.
181	00:12:55,189	00:12:57,890	$Go ahead.
182	00:12:57,925	00:13:00,393	$<i>Ease into it.</i>
183	00:13:08,902	00:13:11,738	$He's winning you over$in spite of yourself.
184	00:13:11,772	00:13:14,274	$You're starting$to like this.
185	00:13:15,343	00:13:17,444	$He wants to believe you.
186	00:13:17,479	00:13:19,913	$He's enjoyed his cock since he$was old enough to play with it.
187	00:13:19,948	00:13:24,285	$Why shouldn't you?$He knows he's better than other men.
188	00:13:24,319	00:13:27,989	$He's always known it deep down$inside. Now he has proof.
189	00:13:28,023	00:13:30,825	$He's so good,
190	00:13:30,859	00:13:33,323	$he's reaching something$deep inside of you that
191	00:13:33,348	00:13:34,968	$no one even knew was there,
192	00:13:35,164	00:13:38,266	$overcoming$your very nature.
193	00:13:40,303	00:13:42,537	$Why don't you join us,$My Lord?
194	00:13:43,940	00:13:46,141	$I'm saving myself$for another.
195	00:13:46,175	00:13:48,743	$What she doesn't know$won't hurt her.
196	00:13:48,777	00:13:50,912	$A stupid saying.
197	00:13:50,946	00:13:54,014	$What we don't know$is usually what gets us killed.
198	00:13:54,049	00:13:57,551	$She must be$very beautiful.
199	00:13:57,586	00:14:01,389	$No, not really.$Impeccable bloodlines though.
200	00:14:01,423	00:14:03,658	$I do believe$My Lord's in love.
201	00:14:03,693	00:14:06,495	$For many years.$Most of my life really.
202	00:14:06,529	00:14:08,296	$Play with her ass.
203	00:14:08,331	00:14:10,899	$<i>And she loved me too.</i>
204	00:14:10,933	00:14:12,901	$I was her little confidant,
205	00:14:12,936	00:14:15,370	$her plaything.
206	00:14:15,405	00:14:18,240	$She could tell me anything,$anything at all.
207	00:14:18,274	00:14:22,044	$She told me about all the$horses that she liked,
208	00:14:22,078	00:14:25,270	$the castle she wanted$to live in and the man
209	00:14:25,295	00:14:26,715	$that she wanted to marry.
210	00:14:27,117	00:14:30,819	$A northerner$with a jaw like an anvil.
211	00:14:32,513	00:14:34,354	$<i>So I challenged him</i>$<i>to a duel.</i>
212	00:14:34,357	00:14:37,059	$<i>I mean, why not?</i>$<i>I'd read all the stories.</i>
213	00:14:37,094	00:14:40,863	$The little hero always beats the$big villain in all the stories.
214	00:14:40,897	00:14:45,334	$In the end, she wouldn't$even let him kill me.
215	00:14:45,368	00:14:48,003	$"He's just a boy,"$she said.
216	00:14:48,037	00:14:50,973	$<i>"Please don't hurt him."</i>
217	00:14:51,007	00:14:54,010	$So he gave me a nice little$scar to remember him by
218	00:14:54,044	00:14:56,679	$- and off they went.$- Is she still married to him?
219	00:14:56,713	00:14:57,974	$Oh no.
220	00:14:57,999	00:14:59,599	$He got himself killed$before the wedding...
221	00:15:01,969	00:15:03,669	$..And she ended$up with his brother,
222	00:15:03,754	00:15:05,622	$an even more$impressive specimen.
223	00:15:05,656	00:15:08,224	$She loves him,$I'm afraid.
224	00:15:08,259	00:15:11,961	$<i>And why wouldn't she?</i>$<i>I mean, who could compare to him?</i>
225	00:15:11,996	00:15:14,531	$He's just so...
226	00:15:20,571	00:15:21,871	$Good.
227	00:15:24,441	00:15:26,942	$Do you know what I learned,$losing that duel?
228	00:15:27,911	00:15:29,846	$I learned that$I'll never win,
229	00:15:29,880	00:15:33,049	$not that way.$That's <i>their</i> game,
230	00:15:33,083	00:15:35,852	$<i>their</i> rules.
231	00:15:35,886	00:15:37,854	$I'm not going$to fight them.
232	00:15:37,888	00:15:41,257	$<i>I'm going to fuck them.</i>$<i>That's what I know.</i>
233	00:15:41,292	00:15:43,526	$That's what I am.
234	00:15:43,561	00:15:46,396	$And only by admitting what we$are can we get what we want.
235	00:15:47,798	00:15:49,899	$And what do you want?
236	00:15:49,933	00:15:52,468	$Oh, everything, my dear.
237	00:15:52,502	00:15:55,571	$Everything there is.
238	00:15:58,174	00:16:01,576	$Now wash yourselves.$Both of you are working tonight.
239	00:16:07,982	00:16:09,583	$Hmm.
240	00:16:32,509	00:16:35,078	$You're a very lucky girl.$Do you know that?
241	00:16:38,281	00:16:41,751	$<i>Where I come from, we don't</i>$<i>show mercy to criminals.</i>
242	00:16:41,785	00:16:44,787	$Where I come from, if someone$like you attacked a little lord?
243	00:16:44,821	00:16:48,523	$At low tide we'd lay you$on your back on the beach,
244	00:16:48,558	00:16:51,927	$your hands and feet$chained to four stakes.
245	00:16:51,961	00:16:54,596	$<i>The sea would come in</i>$<i>closer and closer.</i>
246	00:16:54,630	00:16:58,433	$You'd see death creeping toward$you a few inches at a time.
247	00:17:00,703	00:17:02,504	$Where is it you come from?
248	00:17:02,538	00:17:04,239	$<i>The Iron Islands.</i>
249	00:17:04,273	00:17:05,807	$They far away?
250	00:17:05,841	00:17:08,309	$You've never heard$of the Iron Islands?
251	00:17:08,344	00:17:12,146	$Trust me, you've never heard$where I'm from neither.
252	00:17:13,014	00:17:15,648	$"Trust me, <i>My Lord."</i>
253	00:17:18,318	00:17:20,586	$You're not living$in the wilderness anymore.
254	00:17:20,621	00:17:23,189	$<i>In civilized lands,</i>$<i>you refer to your betters</i>
255	00:17:23,223	00:17:25,324	$<i>by their proper titles.</i>
256	00:17:25,358	00:17:28,026	$- And what's that?$- Lord.
257	00:17:28,061	00:17:30,262	$Why?
258	00:17:30,297	00:17:32,599	$Why?
259	00:17:32,633	00:17:34,734	$What do you mean why?
260	00:17:34,768	00:17:38,071	$My father is Balon Greyjoy,$Lord of the Iron Islands.
261	00:17:38,105	00:17:39,873	$What's that got$to do with you?
262	00:17:41,208	00:17:42,809	$<i>If your father's lord,</i>
263	00:17:42,843	00:17:44,678	$how can you be lord too?
264	00:17:44,712	00:17:47,647	$I <i>will</i> be lord$after my father--
265	00:17:47,682	00:17:49,382	$so you're not lord now?
266	00:17:49,417	00:17:51,417	$No, you--
267	00:17:52,853	00:17:55,521	$You having a go at me?$Is that it?
268	00:17:55,555	00:17:59,325	$I just don't understand$how you Southerners do things.
269	00:17:59,359	00:18:02,460	$- I'm not a Southerner.$- You're from South of the wall.
270	00:18:02,495	00:18:05,763	$That makes you$a Southerner to me.
271	00:18:07,899	00:18:10,735	$You're an impudent$little wench, aren't you?
272	00:18:11,770	00:18:13,504	$Couldn't say, My Lord.
273	00:18:13,539	00:18:15,574	$Don't know what$"impunent" means.
274	00:18:15,608	00:18:18,811	$Impudent.$It means rude,
275	00:18:18,845	00:18:21,080	$<i>disrespectful.</i>
276	00:18:25,152	00:18:27,420	$Do you want$to lose that chain?
277	00:18:29,389	00:18:31,757	$Theon Greyjoy!
278	00:18:31,791	00:18:34,226	$The lady is our guest.
279	00:18:34,260	00:18:36,227	$I thought she was$our prisoner.
280	00:18:36,262	00:18:40,064	$Are the two mutually exclusive$in your experience?
281	00:18:50,341	00:18:53,477	$Chances are I won't be nearby$the next time that happens.
282	00:18:53,511	00:18:56,447	$I'm used to worse than him.
283	00:18:56,481	00:18:59,117	$I'm used to men who could$chew that boy up
284	00:18:59,151	00:19:01,886	$and pick their teeth$with his bones.
285	00:19:06,893	00:19:09,395	$Why did you come here?
286	00:19:09,429	00:19:11,764	$Didn't mean to come here.
287	00:19:11,798	00:19:14,466	$Meant to get much$further South than this.
288	00:19:14,500	00:19:17,435	$As far South$as South goes,
289	00:19:17,470	00:19:19,939	$before the long night$comes.
290	00:19:19,973	00:19:23,643	$Why? What are you$afraid of?
291	00:19:23,677	00:19:26,946	$There's things that$sleep in the day
292	00:19:26,981	00:19:29,948	$- and hunt at night.$- Owls and Shadowcats and--
293	00:19:29,983	00:19:32,551	$I'm not talking about$Owls and Shadowcats.
294	00:19:36,722	00:19:39,490	$The "things" you speak of--
295	00:19:39,525	00:19:42,593	$they've been gone$for thousands of years.
296	00:19:42,628	00:19:44,762	$They wasn't gone, old man.
297	00:19:45,998	00:19:48,366	$They was sleeping.
298	00:19:48,400	00:19:51,269	$And they ain't$sleeping no more.
299	00:20:00,247	00:20:02,816	$<i>I miss girls.</i>
300	00:20:02,850	00:20:05,720	$Not even talking to them.$I never talked to them.
301	00:20:07,656	00:20:09,323	$Just looking at them,
302	00:20:09,357	00:20:10,991	$<i>hearing them giggle.</i>
303	00:20:16,397	00:20:18,698	$Don't you miss girls?
304	00:20:23,103	00:20:24,903	$Riders.
305	00:20:26,005	00:20:28,473	$The horn.$We have to blow the horn.
306	00:20:29,642	00:20:32,477	$Why is he alone?
307	00:20:33,713	00:20:35,547	$<i>One blast</i>$<i>for a Ranger returning,</i>
308	00:20:35,581	00:20:37,248	$<i>two for Wildlings,</i>
309	00:20:37,282	00:20:39,317	$- <i>three for--</i>$- there's no rider.
310	00:21:12,485	00:21:14,353	$<i><i>Whoa, boy, whoa.</i>
311	00:21:14,387	00:21:16,656	$That's my$Uncle Benjen's horse.
312	00:21:24,599	00:21:26,834	$Where's my Uncle?
313	00:21:29,637	00:21:31,938	$Ned!
314	00:21:33,541	00:21:36,342	$It's Robert.$We were hunting--
315	00:21:36,377	00:21:38,879	$a boar--
316	00:21:44,619	00:21:47,921	$I should have$spent more time with you,
317	00:21:47,956	00:21:51,425	$shown you how to be a man.
318	00:21:54,362	00:21:57,432	$I was never meant$to be a father.
319	00:22:17,254	00:22:19,623	$Go on.
320	00:22:19,657	00:22:21,825	$You don't want to see this.
321	00:22:35,674	00:22:38,142	$My fault.
322	00:22:38,177	00:22:41,479	$Too much wine,$missed my thrust.
323	00:22:51,057	00:22:53,759	$It stinks.
324	00:22:53,793	00:22:56,495	$It stinks like death.
325	00:22:56,529	00:22:59,197	$Don't think$I can't smell it.
326	00:23:01,834	00:23:04,568	$I paid$the bastard back, Ned.
327	00:23:04,603	00:23:07,938	$I drove my knife$right through his brain.
328	00:23:07,972	00:23:10,641	$<i>You ask them if I didn't.</i>$<i>Ask them!</i>
329	00:23:12,243	00:23:14,711	$I want the funeral feast$to be the biggest
330	00:23:14,746	00:23:16,680	$the Kingdoms ever saw.
331	00:23:17,982	00:23:21,351	$And I want everyone$to taste the boar that got me.
332	00:23:25,089	00:23:28,325	$Now leave us, the lot of you.$I need to talk to Ned.
333	00:23:29,561	00:23:31,629	$- Robert, my sweet--$- Out, all of you!
334	00:23:51,817	00:23:54,151	$You damned fool.
335	00:23:54,185	00:23:56,554	$Paper and ink$on the table,
336	00:23:56,588	00:23:58,956	$write down what I say.
337	00:24:06,164	00:24:10,567	$"In the name of Robert$of the House Baratheon,
338	00:24:10,601	00:24:13,270	$first of--"$you know how it goes.
339	00:24:13,304	00:24:15,806	$Fill in the damn titles.
340	00:24:15,840	00:24:18,409	$"I hereby command
341	00:24:18,443	00:24:21,279	$Eddard of House Stark--"
342	00:24:21,313	00:24:23,581	$titles, titles--
343	00:24:23,615	00:24:27,418	$"to serve as Lord Regent$and Protector of the Realm
344	00:24:27,452	00:24:29,553	$upon my death,
345	00:24:29,587	00:24:32,389	$to rule in my stead
346	00:24:32,423	00:24:35,292	$until my son Joffrey$comes of age."
347	00:24:53,646	00:24:55,313	$Give it over.
348	00:25:10,998	00:25:13,033	$Give it to the council
349	00:25:13,067	00:25:14,768	$after I'm dead.
350	00:25:16,103	00:25:18,071	$At least they'll say$I did this right,
351	00:25:18,106	00:25:20,674	$<i>this one thing.</i>
352	00:25:20,708	00:25:23,310	$You'll rule now.
353	00:25:23,345	00:25:26,379	$You'll hate it$worse than I did,
354	00:25:26,414	00:25:29,583	$but you'll do it well.
355	00:25:32,987	00:25:35,221	$The girl--
356	00:25:35,256	00:25:37,990	$Daenerys.
357	00:25:38,025	00:25:42,228	$You were right.$Varys, Littlefinger,
358	00:25:42,262	00:25:44,730	$my brother...$Worthless.
359	00:25:44,765	00:25:49,335	$No one to tell me "no"$but you.
360	00:25:49,369	00:25:52,038	$Only you.
361	00:25:54,808	00:25:57,710	$Let her live.
362	00:25:57,744	00:26:00,413	$Stop it,$if it's not too late.
363	00:26:00,447	00:26:02,315	$I will.
364	00:26:02,349	00:26:04,584	$And my son...
365	00:26:04,618	00:26:07,219	$Help him, Ned.
366	00:26:08,855	00:26:10,656	$Make him better than me.
367	00:26:11,558	00:26:13,626	$I'll...
368	00:26:13,660	00:26:17,329	$I'll do everything I can$to honor your memory.
369	00:26:17,364	00:26:20,231	$My memory.
370	00:26:22,368	00:26:25,503	$King Robert Baratheon,
371	00:26:25,537	00:26:27,938	$murdered by a pig.
372	00:26:31,477	00:26:35,280	$Give me something$for the pain and let me die.
373	00:26:49,697	00:26:52,198	$Give him$milk of the poppy.
374	00:26:59,873	00:27:02,041	$He was reeling$from the wine.
375	00:27:03,844	00:27:05,979	$He commanded us
376	00:27:06,013	00:27:08,915	$to step aside, but...
377	00:27:08,950	00:27:10,616	$I failed him.
378	00:27:12,853	00:27:15,622	$No man could have$protected him from himself.
379	00:27:17,492	00:27:19,460	$I wonder,$Ser Barristan,
380	00:27:19,494	00:27:22,429	$who gave the king$this wine?
381	00:27:23,664	00:27:26,499	$His squire,$from the king's own skin.
382	00:27:26,534	00:27:29,135	$His squire?$The Lannister boy?
383	00:27:29,170	00:27:32,772	$Such a dutiful boy$to make sure his Grace
384	00:27:32,807	00:27:34,808	$did not lack refreshment.
385	00:27:34,843	00:27:38,112	$I do hope the poor lad$does not blame himself.
386	00:27:46,489	00:27:48,324	$His Grace has had$a change of heart
387	00:27:48,358	00:27:50,392	$concerning$Daenerys Targaryen.
388	00:27:52,428	00:27:56,230	$Whatever$arrangements you made,
389	00:27:56,264	00:27:58,599	$unmake them.$At once.
390	00:27:58,633	00:28:01,201	$I'm afraid
391	00:28:01,236	00:28:02,903	$those birds have flown.
392	00:28:02,937	00:28:05,339	$The girl is likely$dead already.
393	00:28:59,160	00:29:01,228	$...Throne.
394	00:29:02,129	00:29:04,464	$Throne.
395	00:29:46,275	00:29:48,276	$Can't you help me$make him understand?
396	00:29:48,310	00:29:51,246	$The Dothraki do things in their$own time, for their own reasons.
397	00:29:51,280	00:29:54,515	$Have patience, Khaleesi.$We will go home, I promise you.
398	00:29:54,550	00:29:56,918	$My brother was$a fool, I know,
399	00:29:56,952	00:29:59,754	$but he was the rightful heir$to the Seven Kingdoms.
400	00:30:01,256	00:30:03,224	$Have I said$something funny, Ser?
401	00:30:03,258	00:30:06,160	$Forgive me, Khaleesi, but your$ancestor Aegon the Conqueror
402	00:30:06,194	00:30:08,996	$didn't seize six of the kingdoms$because they were his right.
403	00:30:09,031	00:30:11,766	$He had no right to them. He$seized them because he could.
404	00:30:11,800	00:30:13,267	$And because$he had dragons.
405	00:30:13,302	00:30:16,037	$Ah well, having a few dragons$makes things easier.
406	00:30:17,640	00:30:20,609	$- You don't believe it.$- Have you ever seen a dragon, Khaleesi?
407	00:30:20,644	00:30:23,546	$I believe what my eyes$and ears report.
408	00:30:23,580	00:30:26,783	$As for the rest...$It was 300 years ago.
409	00:30:26,817	00:30:28,585	$Who knows$what really happened?
410	00:30:28,619	00:30:31,287	$Now if you'll pardon me, I'll seek$out the merchant Captain,
411	00:30:31,321	00:30:32,822	$see if he has$any letters for me.
412	00:30:32,856	00:30:35,324	$- I'll come with you.$- No no, don't trouble yourself.
413	00:30:35,358	00:30:38,694	$Enjoy the market.$I'll rejoin you soon enough.
414	00:30:46,235	00:30:49,604	$Psst, Jorah the Andal.
415	00:30:51,674	00:30:53,876	$The spider sends$his greetings
416	00:30:53,910	00:30:56,111	$and his congratulations.
417	00:30:58,148	00:31:01,050	$A royal pardon--$you can go home now.
418	00:31:10,395	00:31:15,232	$Virzetha gizikhven!$Mra qora! Mra qora!
419	00:31:41,591	00:31:44,926	$My son already has his name,$but I'll try your summerwine.
420	00:31:44,961	00:31:46,127	$Just a taste.
421	00:31:46,162	00:31:49,331	$My Lady, you are$from Westeros.
422	00:31:49,365	00:31:53,236	$You have the honor of addressing$Daenerys of the House Targaryen,
